City,Country,Region,Year,AvgCelsiusTemp,State
Abilene,US,North America,1995,17.44317808219177,
Abilene,US,North America,1996,17.4427450980392,
Abilene,US,North America,1997,16.9825205479452,
Abilene,US,North America,1998,19.228670360110815,
Abilene,US,North America,1999,18.91912087912089,
Abilene,US,North America,2000,18.944153005464493,
Abilene,US,North America,2001,18.048739726027396,
Abilene,US,North America,2002,17.290443213296395,
Abilene,US,North America,2003,18.010110192837455,
Abilene,US,North America,2004,17.35068306010929,
Abilene,US,North America,2005,18.191232876712327,
Abilene,US,North America,2006,19.162876712328764,
Abilene,US,North America,2007,17.36939393939394,
Abilene,US,North America,2008,18.06308539944903,
Abilene,US,North America,2009,17.991428571428568,
Abilene,US,North America,2010,17.961095890410963,
Abilene,US,North America,2011,19.63041095890411,
Abilene,US,North America,2012,19.537759562841533,
Abilene,US,North America,2013,18.063835616438343,
Abilene,US,North America,2014,18.39438356164384,
Abilene,US,North America,2015,18.402390109890117,
Abilene,US,North America,2016,18.763825136612002,
Abilene,US,North America,2017,18.389726027397252,
Abilene,US,North America,2018,18.013643835616445,
Akron Canton,US,North America,1995,9.606602739726027,
Akron Canton,US,North America,1996,8.917377049180322,
Akron Canton,US,North America,1997,9.204273972602744,
Akron Canton,US,North America,1998,11.56365650969529,
Akron Canton,US,North America,1999,10.569890109890116,
Akron Canton,US,North America,2000,9.584262295081967,
Akron Canton,US,North America,2001,10.602958904109588,
Akron Canton,US,North America,2002,10.467166666666666,
Akron Canton,US,North America,2003,9.565867768595036,
Akron Canton,US,North America,2004,9.73838797814207,
Akron Canton,US,North America,2005,10.169123287671239,
Akron Canton,US,North America,2006,10.73109589041096,
Akron Canton,US,North America,2007,10.41486263736264,
Akron Canton,US,North America,2008,9.56186813186814,
Akron Canton,US,North America,2009,9.767912087912084,
Akron Canton,US,North America,2010,10.57087671232877,
Akron Canton,US,North America,2011,10.806082191780826,
Akron Canton,US,North America,2012,12.00800546448088,
Akron Canton,US,North America,2013,10.408164383561651,
Akron Canton,US,North America,2014,9.598273972602748,
Akron Canton,US,North America,2015,11.070630136986303,
Akron Canton,US,North America,2016,11.683060109289615,
Akron Canton,US,North America,2017,11.811671232876725,
Akron Canton,US,North America,2018,11.242356164383557,
Albany,US,North America,1995,9.314657534246573,
Albany,US,North America,1996,8.610546448087435,
Albany,US,North America,1997,8.590602739726029,
Albany,US,North America,1998,10.69797783933518,
Albany,US,North America,1999,9.94532967032967,
Albany,US,North America,2000,8.511174863387984,
Albany,US,North America,2001,10.012547945205485,
Albany,US,North America,2002,9.816027777777775,
Albany,US,North America,2003,8.720274725274733,
Albany,US,North America,2004,9.001420765027321,
Albany,US,North America,2005,9.666986301369864,
Albany,US,North America,2006,10.411095890410955,
Albany,US,North America,2007,9.323489010989007,
Albany,US,North America,2008,9.53538461538462,
Albany,US,North America,2009,8.899175824175817,
Albany,US,North America,2010,10.27868493150685,
Albany,US,North America,2011,10.13421917808219,
Albany,US,North America,2012,10.947021857923499,
Albany,US,North America,2013,9.444657534246572,
Albany,US,North America,2014,9.173424657534246,
Albany,US,North America,2015,9.9612602739726,
Albany,US,North America,2016,10.698387978142073,
Albany,US,North America,2017,10.22169863013699,
Albany,US,North America,2018,10.269260273972604,
Albuquerque,US,North America,1995,15.003945205479456,
Albuquerque,US,North America,1996,14.713221288515403,
Albuquerque,US,North America,1997,13.427616438356166,
Albuquerque,US,North America,1998,14.16207756232687,
Albuquerque,US,North America,1999,14.157252747252734,
Albuquerque,US,North America,2000,14.687103825136601,
Albuquerque,US,North America,2001,14.617260273972597,
Albuquerque,US,North America,2002,14.414875346260391,
Albuquerque,US,North America,2003,15.143608815427003,
Albuquerque,US,North America,2004,14.031612021857942,
Albuquerque,US,North America,2005,14.722383561643843,
Albuquerque,US,North America,2006,14.428383561643837,
Albuquerque,US,North America,2007,14.3298347107438,
Albuquerque,US,North America,2008,14.091456043956049,
Albuquerque,US,North America,2009,14.450631868131865,
Albuquerque,US,North America,2010,14.571643835616433,
Albuquerque,US,North America,2011,14.616767123287666,
Albuquerque,US,North America,2012,15.472158469945343,
Albuquerque,US,North America,2013,14.195041095890419,
Albuquerque,US,North America,2014,14.887369863013697,
Albuquerque,US,North America,2015,14.614328767123286,
Albuquerque,US,North America,2016,15.0520218579235,
Albuquerque,US,North America,2017,15.514383561643838,
Albuquerque,US,North America,2018,15.122054794520546,
Allentown,US,North America,1995,11.276547945205488,
Allentown,US,North America,1996,10.044849315068499,
Allentown,US,North America,1997,10.410821917808219,
Allentown,US,North America,1998,12.727562326869803,
Allentown,US,North America,1999,11.574285714285715,
Allentown,US,North America,2000,10.308750000000002,
Allentown,US,North America,2001,11.259917808219178,
Allentown,US,North America,2002,11.615388888888878,
Allentown,US,North America,2003,10.681648351648338,
Allentown,US,North America,2004,11.061065573770485,
Allentown,US,North America,2005,11.409315068493145,
Allentown,US,North America,2006,12.170821917808228,
Allentown,US,North America,2007,11.390879120879115,
Allentown,US,North America,2008,11.02752747252748,
Allentown,US,North America,2009,10.69994505494506,
Allentown,US,North America,2010,11.856986301369876,
Allentown,US,North America,2011,12.084410958904103,
Allentown,US,North America,2012,12.571123287671227,
Allentown,US,North America,2013,11.248465753424666,
Allentown,US,North America,2014,10.592410958904116,
Allentown,US,North America,2015,11.75578082191781,
Allentown,US,North America,2016,12.538852459016399,
Allentown,US,North America,2017,12.368383561643846,
Allentown,US,North America,2018,12.273150684931496,
Amarillo,US,North America,1995,13.620191780821916,
Amarillo,US,North America,1996,13.772770083102499,
Amarillo,US,North America,1997,12.760657534246576,
Amarillo,US,North America,1998,14.823047091412741,
Amarillo,US,North America,1999,13.978489010988998,
Amarillo,US,North America,2000,14.54057377049182,
Amarillo,US,North America,2001,14.810767123287684,
Amarillo,US,North America,2002,13.676260387811634,
Amarillo,US,North America,2003,14.327225274725276,
Amarillo,US,North America,2004,13.845546448087426,
Amarillo,US,North America,2005,13.918794520547939,
Amarillo,US,North America,2006,14.346054794520537,
