City,Country,Region,Year,AvgCelsiusTemp,CO2,F-Gas,N2O
Abidjan,Ivory Coast,Africa,1995,26.98717032967032,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,1996,26.952314049586793,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,1997,26.825083798882673,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,1998,27.2853462603878,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,1999,26.98506134969326,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2000,26.605157593123213,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2001,26.640638888888873,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2002,26.903754266211603,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2003,26.824850498338876,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2004,26.984928366762173,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2005,26.980493150684936,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2006,25.945576923076935,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2007,25.143928571428575,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2008,26.471460055096422,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2009,25.9135989010989,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2010,26.980739726027416,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2011,26.038119658119655,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2012,26.585519125683078,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2013,26.829561643835603,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2014,26.83596153846155,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2015,27.011648351648336,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2016,27.393774104683185,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2017,27.363698630137012,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2018,27.439889196675924,0.0,0.0,0.0
Abidjan,Ivory Coast,Africa,2019,27.509694444444445,0.0,0.0,0.0
Abilene,US,North America,1995,17.44317808219177,5126.9,115.29,272.69
Abilene,US,North America,1996,17.4427450980392,5283.11,124.38,279.98
Abilene,US,North America,1997,16.9825205479452,5547.99,130.98,273.86
Abilene,US,North America,1998,19.228670360110815,5590.7,145.82,269.93
Abilene,US,North America,1999,18.91912087912089,5610.3,142.42,265.35
Abilene,US,North America,2000,18.944153005464493,5776.41,143.65,262.45
Abilene,US,North America,2001,18.048739726027396,5749.25,130.28,255.04
Abilene,US,North America,2002,17.290443213296395,5594.16,137.81,255.21
Abilene,US,North America,2003,18.010110192837455,5659.63,127.23,260.06
Abilene,US,North America,2004,17.35068306010929,5740.03,134.13,258.75
Abilene,US,North America,2005,18.191232876712327,5756.08,135.45,257.93
Abilene,US,North America,2006,19.162876712328764,5656.58,137.6,260.11
Abilene,US,North America,2007,17.36939393939394,5740.27,148.45,263.29
Abilene,US,North America,2008,18.06308539944903,5563.34,149.44,248.09
Abilene,US,North America,2009,17.991428571428568,5159.55,144.31,241.24
Abilene,US,North America,2010,17.961095890410963,5392.87,153.08,246.69
Abilene,US,North America,2011,19.63041095890411,5172.1,159.37,254.86
Abilene,US,North America,2012,19.537759562841533,4950.21,154.58,245.81
Abilene,US,North America,2013,18.063835616438343,5089.5,154.04,246.72
Abilene,US,North America,2014,18.39438356164384,5102.58,159.16,246.48
Abilene,US,North America,2015,18.402390109890117,4982.79,161.05,242.64
Abilene,US,North America,2016,18.763825136612002,4888.64,160.92,248.51
Abilene,US,North America,2017,18.389726027397252,4813.72,165.29,249.29
Abilene,US,North America,2018,18.013643835616445,4981.3,169.66,250.06
Abilene,US,North America,2019,18.513232876712323,0.0,0.0,0.0
Abu Dhabi,United Arab Emirates,Middle East,1995,27.043287671232896,72.64,1.05,2.3
Abu Dhabi,United Arab Emirates,Middle East,1996,27.671010928961728,75.81,1.12,2.62
Abu Dhabi,United Arab Emirates,Middle East,1997,27.118931506849314,81.45,1.18,2.92
Abu Dhabi,United Arab Emirates,Middle East,1998,28.73922437673132,83.85,1.25,3.23
Abu Dhabi,United Arab Emirates,Middle East,1999,28.58980769230767,86.0,1.32,3.55
Abu Dhabi,United Arab Emirates,Middle East,2000,28.123743169398924,84.54,1.38,3.85
Abu Dhabi,United Arab Emirates,Middle East,2001,28.001424657534287,96.26,1.41,3.93
Abu Dhabi,United Arab Emirates,Middle East,2002,28.25750692520775,98.12,1.44,4.07
Abu Dhabi,United Arab Emirates,Middle East,2003,28.52342465753424,103.53,1.46,4.16
Abu Dhabi,United Arab Emirates,Middle East,2004,28.35379781420764,109.98,1.49,4.23
Abu Dhabi,United Arab Emirates,Middle East,2005,27.976657534246574,116.28,1.51,4.33
Abu Dhabi,United Arab Emirates,Middle East,2006,27.797527472527484,121.46,1.57,4.54
Abu Dhabi,United Arab Emirates,Middle East,2007,27.966895604395585,131.69,1.62,4.76
Abu Dhabi,United Arab Emirates,Middle East,2008,27.492774725274707,156.2,1.67,5.01
Abu Dhabi,United Arab Emirates,Middle East,2009,28.093571428571426,157.18,1.73,5.23
Abu Dhabi,United Arab Emirates,Middle East,2010,28.78016438356165,162.82,1.78,5.43
Abu Dhabi,United Arab Emirates,Middle East,2011,28.5149315068493,166.32,1.93,5.68
Abu Dhabi,United Arab Emirates,Middle East,2012,28.495737704918014,175.73,2.07,5.9
Abu Dhabi,United Arab Emirates,Middle East,2013,28.15797260273974,184.1,2.21,6.2
Abu Dhabi,United Arab Emirates,Middle East,2014,28.29225274725273,183.84,2.36,6.47
Abu Dhabi,United Arab Emirates,Middle East,2015,29.32461538461537,194.04,2.5,6.77
Abu Dhabi,United Arab Emirates,Middle East,2016,28.79897790055249,199.46,2.61,6.89
Abu Dhabi,United Arab Emirates,Middle East,2017,29.36824657534251,208.25,2.73,7.02
Abu Dhabi,United Arab Emirates,Middle East,2018,29.428088642659272,200.3,2.84,7.14
Abu Dhabi,United Arab Emirates,Middle East,2019,28.97183844011143,0.0,0.0,0.0
Addis Ababa,Ethiopia,Africa,1995,16.829166666666666,2.57,0.03,23.15
Addis Ababa,Ethiopia,Africa,1996,16.477337110481578,2.87,0.04,24.51
Addis Ababa,Ethiopia,Africa,1997,17.153105590062115,3.06,0.06,25.13
Addis Ababa,Ethiopia,Africa,1998,16.893068181818162,3.23,0.07,27.44
Addis Ababa,Ethiopia,Africa,1999,17.018238993710685,3.18,0.09,27.37
Addis Ababa,Ethiopia,Africa,2000,16.965037313432838,3.56,0.1,26.14
Addis Ababa,Ethiopia,Africa,2001,17.729134615384613,4.4,0.11,27.06
Addis Ababa,Ethiopia,Africa,2002,18.975178571428565,4.57,0.12,30.71
Addis Ababa,Ethiopia,Africa,2003,17.86,5.02,0.13,29.57
Addis Ababa,Ethiopia,Africa,2004,17.469199999999997,5.33,0.13,30.58
Addis Ababa,Ethiopia,Africa,2005,17.876319218241044,5.05,0.14,32.06
Addis Ababa,Ethiopia,Africa,2006,17.71499999999999,5.4,0.17,33.71
Addis Ababa,Ethiopia,Africa,2007,16.98522580645161,6.07,0.19,37.39
Addis Ababa,Ethiopia,Africa,2008,17.302054794520554,6.88,0.22,38.57
Addis Ababa,Ethiopia,Africa,2009,17.075794871794873,6.93,0.24,40.39
Addis Ababa,Ethiopia,Africa,2010,16.35452380952381,6.47,0.27,42.32
Addis Ababa,Ethiopia,Africa,2011,17.10643059490086,7.54,0.32,42.14
Addis Ababa,Ethiopia,Africa,2012,16.937696629213498,8.46,0.37,44.6
Addis Ababa,Ethiopia,Africa,2013,17.2132777777778,10.28,0.41,45.71
Addis Ababa,Ethiopia,Africa,2014,17.573837209302326,12.33,0.46,47.71
Addis Ababa,Ethiopia,Africa,2015,17.83095522388061,12.88,0.51,49.19
Addis Ababa,Ethiopia,Africa,2016,17.279277777777775,14.95,0.57,50.87
Addis Ababa,Ethiopia,Africa,2017,16.918277777777774,15.46,0.62,51.88
Addis Ababa,Ethiopia,Africa,2018,16.733822525597258,16.28,0.68,52.16
Addis Ababa,Ethiopia,Africa,2019,17.288530259365988,0.0,0.0,0.0
Akron Canton,US,North America,1995,9.606602739726027,5126.9,115.29,272.69
Akron Canton,US,North America,1996,8.917377049180322,5283.11,124.38,279.98
Akron Canton,US,North America,1997,9.204273972602744,5547.99,130.98,273.86
Akron Canton,US,North America,1998,11.56365650969529,5590.7,145.82,269.93
Akron Canton,US,North America,1999,10.569890109890116,5610.3,142.42,265.35
Akron Canton,US,North America,2000,9.584262295081967,5776.41,143.65,262.45
Akron Canton,US,North America,2001,10.602958904109588,5749.25,130.28,255.04
Akron Canton,US,North America,2002,10.467166666666666,5594.16,137.81,255.21
Akron Canton,US,North America,2003,9.565867768595036,5659.63,127.23,260.06
Akron Canton,US,North America,2004,9.73838797814207,5740.03,134.13,258.75
Akron Canton,US,North America,2005,10.169123287671239,5756.08,135.45,257.93
Akron Canton,US,North America,2006,10.73109589041096,5656.58,137.6,260.11
Akron Canton,US,North America,2007,10.41486263736264,5740.27,148.45,263.29
Akron Canton,US,North America,2008,9.56186813186814,5563.34,149.44,248.09
Akron Canton,US,North America,2009,9.767912087912084,5159.55,144.31,241.24
Akron Canton,US,North America,2010,10.57087671232877,5392.87,153.08,246.69
Akron Canton,US,North America,2011,10.806082191780826,5172.1,159.37,254.86
Akron Canton,US,North America,2012,12.00800546448088,4950.21,154.58,245.81
Akron Canton,US,North America,2013,10.408164383561651,5089.5,154.04,246.72
Akron Canton,US,North America,2014,9.598273972602748,5102.58,159.16,246.48
Akron Canton,US,North America,2015,11.070630136986303,4982.79,161.05,242.64
Akron Canton,US,North America,2016,11.683060109289615,4888.64,160.92,248.51
Akron Canton,US,North America,2017,11.811671232876725,4813.72,165.29,249.29
Akron Canton,US,North America,2018,11.242356164383557,4981.3,169.66,250.06
Akron Canton,US,North America,2019,11.399342465753422,0.0,0.0,0.0
Albany,US,North America,1995,9.314657534246573,5126.9,115.29,272.69
Albany,US,North America,1996,8.610546448087435,5283.11,124.38,279.98
Albany,US,North America,1997,8.590602739726029,5547.99,130.98,273.86
Albany,US,North America,1998,10.69797783933518,5590.7,145.82,269.93
Albany,US,North America,1999,9.94532967032967,5610.3,142.42,265.35
Albany,US,North America,2000,8.511174863387984,5776.41,143.65,262.45
Albany,US,North America,2001,10.012547945205485,5749.25,130.28,255.04
Albany,US,North America,2002,9.816027777777775,5594.16,137.81,255.21
Albany,US,North America,2003,8.720274725274733,5659.63,127.23,260.06
Albany,US,North America,2004,9.001420765027321,5740.03,134.13,258.75
Albany,US,North America,2005,9.666986301369864,5756.08,135.45,257.93
Albany,US,North America,2006,10.411095890410955,5656.58,137.6,260.11
Albany,US,North America,2007,9.323489010989007,5740.27,148.45,263.29
Albany,US,North America,2008,9.53538461538462,5563.34,149.44,248.09
Albany,US,North America,2009,8.899175824175817,5159.55,144.31,241.24
Albany,US,North America,2010,10.27868493150685,5392.87,153.08,246.69
Albany,US,North America,2011,10.13421917808219,5172.1,159.37,254.86
Albany,US,North America,2012,10.947021857923499,4950.21,154.58,245.81
Albany,US,North America,2013,9.444657534246572,5089.5,154.04,246.72
Albany,US,North America,2014,9.173424657534246,5102.58,159.16,246.48
Albany,US,North America,2015,9.9612602739726,4982.79,161.05,242.64
Albany,US,North America,2016,10.698387978142073,4888.64,160.92,248.51
Albany,US,North America,2017,10.22169863013699,4813.72,165.29,249.29
Albany,US,North America,2018,10.269260273972604,4981.3,169.66,250.06
Albany,US,North America,2019,9.866383561643843,0.0,0.0,0.0
Albuquerque,US,North America,1995,15.003945205479456,5126.9,115.29,272.69
Albuquerque,US,North America,1996,14.713221288515403,5283.11,124.38,279.98
Albuquerque,US,North America,1997,13.427616438356166,5547.99,130.98,273.86
Albuquerque,US,North America,1998,14.16207756232687,5590.7,145.82,269.93
Albuquerque,US,North America,1999,14.157252747252734,5610.3,142.42,265.35
Albuquerque,US,North America,2000,14.687103825136601,5776.41,143.65,262.45
Albuquerque,US,North America,2001,14.617260273972597,5749.25,130.28,255.04
Albuquerque,US,North America,2002,14.414875346260391,5594.16,137.81,255.21
Albuquerque,US,North America,2003,15.143608815427003,5659.63,127.23,260.06
Albuquerque,US,North America,2004,14.031612021857942,5740.03,134.13,258.75
Albuquerque,US,North America,2005,14.722383561643843,5756.08,135.45,257.93
Albuquerque,US,North America,2006,14.428383561643837,5656.58,137.6,260.11
Albuquerque,US,North America,2007,14.3298347107438,5740.27,148.45,263.29
Albuquerque,US,North America,2008,14.091456043956049,5563.34,149.44,248.09
Albuquerque,US,North America,2009,14.450631868131865,5159.55,144.31,241.24
Albuquerque,US,North America,2010,14.571643835616433,5392.87,153.08,246.69
Albuquerque,US,North America,2011,14.616767123287666,5172.1,159.37,254.86
Albuquerque,US,North America,2012,15.472158469945343,4950.21,154.58,245.81
Albuquerque,US,North America,2013,14.195041095890419,5089.5,154.04,246.72
Albuquerque,US,North America,2014,14.887369863013697,5102.58,159.16,246.48
Albuquerque,US,North America,2015,14.614328767123286,4982.79,161.05,242.64
Albuquerque,US,North America,2016,15.0520218579235,4888.64,160.92,248.51
Albuquerque,US,North America,2017,15.514383561643838,4813.72,165.29,249.29
Albuquerque,US,North America,2018,15.122054794520546,4981.3,169.66,250.06
Albuquerque,US,North America,2019,14.092164383561625,0.0,0.0,0.0
Algiers,Algeria,Africa,1995,18.00570247933882,73.05,0.11,4.16
Algiers,Algeria,Africa,1996,17.51675824175823,71.41,0.19,4.27
Algiers,Algeria,Africa,1997,18.292493150684926,72.83,0.26,4.15
Algiers,Algeria,Africa,1998,17.56634349030471,74.54,0.33,4.72
Algiers,Algeria,Africa,1999,18.290879120879126,77.54,0.4,4.65
Algiers,Algeria,Africa,2000,17.87937158469944,78.59,0.48,7.4
Algiers,Algeria,Africa,2001,18.149835616438338,74.77,0.74,7.56
Algiers,Algeria,Africa,2002,17.852880886426583,80.41,1.0,7.37
Algiers,Algeria,Africa,2003,18.607252747252726,83.84,1.26,7.61
Algiers,Algeria,Africa,2004,17.826229508196725,84.89,1.52,8.28
Algiers,Algeria,Africa,2005,17.173972602739735,88.99,1.78,7.66
Algiers,Algeria,Africa,2006,18.294054794520537,93.75,2.25,8.01
Algiers,Algeria,Africa,2007,17.562582417582433,100.52,2.73,8.01
Algiers,Algeria,Africa,2008,17.765260273972608,103.99,3.21,7.7
Algiers,Algeria,Africa,2009,18.171263736263743,112.77,3.69,8.26
Algiers,Algeria,Africa,2010,17.92698630136986,113.14,4.17,8.51
Algiers,Algeria,Africa,2011,18.3113698630137,118.14,4.32,9.11
Algiers,Algeria,Africa,2012,17.939153005464494,126.64,4.47,10.03
Algiers,Algeria,Africa,2013,17.613753424657542,129.91,4.62,10.58
Algiers,Algeria,Africa,2014,18.692857142857147,138.81,4.78,11.31
Algiers,Algeria,Africa,2015,18.30206043956045,145.97,4.93,11.87
Algiers,Algeria,Africa,2016,18.506325966850827,143.35,5.15,11.89
Algiers,Algeria,Africa,2017,18.330849315068495,145.1,5.36,11.92
Algiers,Algeria,Africa,2018,18.010972222222215,151.67,5.58,12.11
Algiers,Algeria,Africa,2019,18.329080779944277,0.0,0.0,0.0
Allentown,US,North America,1995,11.276547945205488,5126.9,115.29,272.69
Allentown,US,North America,1996,10.044849315068499,5283.11,124.38,279.98
Allentown,US,North America,1997,10.410821917808219,5547.99,130.98,273.86
Allentown,US,North America,1998,12.727562326869803,5590.7,145.82,269.93
Allentown,US,North America,1999,11.574285714285715,5610.3,142.42,265.35
Allentown,US,North America,2000,10.308750000000002,5776.41,143.65,262.45
Allentown,US,North America,2001,11.259917808219178,5749.25,130.28,255.04
Allentown,US,North America,2002,11.615388888888878,5594.16,137.81,255.21
Allentown,US,North America,2003,10.681648351648338,5659.63,127.23,260.06
Allentown,US,North America,2004,11.061065573770485,5740.03,134.13,258.75
Allentown,US,North America,2005,11.409315068493145,5756.08,135.45,257.93
Allentown,US,North America,2006,12.170821917808228,5656.58,137.6,260.11
Allentown,US,North America,2007,11.390879120879115,5740.27,148.45,263.29
Allentown,US,North America,2008,11.02752747252748,5563.34,149.44,248.09
Allentown,US,North America,2009,10.69994505494506,5159.55,144.31,241.24
Allentown,US,North America,2010,11.856986301369876,5392.87,153.08,246.69
Allentown,US,North America,2011,12.084410958904103,5172.1,159.37,254.86
Allentown,US,North America,2012,12.571123287671227,4950.21,154.58,245.81
Allentown,US,North America,2013,11.248465753424666,5089.5,154.04,246.72
Allentown,US,North America,2014,10.592410958904116,5102.58,159.16,246.48
Allentown,US,North America,2015,11.75578082191781,4982.79,161.05,242.64
Allentown,US,North America,2016,12.538852459016399,4888.64,160.92,248.51
Allentown,US,North America,2017,12.368383561643846,4813.72,165.29,249.29
Allentown,US,North America,2018,12.273150684931496,4981.3,169.66,250.06
Allentown,US,North America,2019,12.464356164383542,0.0,0.0,0.0
Almaty,Kazakhstan,Asia,1995,9.22819178082192,172.48,0.0,11.44
Almaty,Kazakhstan,Asia,1996,8.180765027322401,149.9,0.0,9.94
Almaty,Kazakhstan,Asia,1997,10.044054794520557,126.81,0.0,8.67
Almaty,Kazakhstan,Asia,1998,9.349778393351793,130.32,0.05,7.22
Almaty,Kazakhstan,Asia,1999,9.91373626373627,118.25,0.02,6.71
Almaty,Kazakhstan,Asia,2000,10.009644808743172,114.68,0.18,6.53
Almaty,Kazakhstan,Asia,2001,9.979041095890416,111.87,0.22,7.33
Almaty,Kazakhstan,Asia,2002,10.118614958448756,121.46,0.18,11.75
Almaty,Kazakhstan,Asia,2003,8.92526027397261,136.3,0.19,8.55
Almaty,Kazakhstan,Asia,2004,10.066038251366122,150.22,0.26,9.55
Almaty,Kazakhstan,Asia,2005,9.604520547945206,162.48,0.26,9.92
Almaty,Kazakhstan,Asia,2006,10.17082191780822,180.21,0.45,10.85
Almaty,Kazakhstan,Asia,2007,9.840550964187324,189.11,0.59,9.94
Almaty,Kazakhstan,Asia,2008,10.014532967032965,232.01,0.85,10.09
Almaty,Kazakhstan,Asia,2009,9.483818681318684,204.22,0.91,9.53
Almaty,Kazakhstan,Asia,2010,9.513863013698625,223.57,1.23,11.0
Almaty,Kazakhstan,Asia,2011,9.155506849315065,242.19,1.31,9.85
Almaty,Kazakhstan,Asia,2012,8.816530054644806,241.49,1.3,9.71
Almaty,Kazakhstan,Asia,2013,10.732136986301372,256.34,1.31,8.79
Almaty,Kazakhstan,Asia,2014,9.961267217630853,205.23,1.2,10.22
Almaty,Kazakhstan,Asia,2015,11.845741758241765,206.64,1.26,10.99
Almaty,Kazakhstan,Asia,2016,11.481108033240988,223.02,1.28,10.15
Almaty,Kazakhstan,Asia,2017,11.1845205479452,225.56,1.35,13.38
Almaty,Kazakhstan,Asia,2018,10.517242339832876,220.45,1.42,10.98
Almaty,Kazakhstan,Asia,2019,11.733481894150424,0.0,0.0,0.0
Amarillo,US,North America,1995,13.620191780821916,5126.9,115.29,272.69
Amarillo,US,North America,1996,13.772770083102499,5283.11,124.38,279.98
Amarillo,US,North America,1997,12.760657534246576,5547.99,130.98,273.86
Amarillo,US,North America,1998,14.823047091412741,5590.7,145.82,269.93
Amarillo,US,North America,1999,13.978489010988998,5610.3,142.42,265.35
Amarillo,US,North America,2000,14.54057377049182,5776.41,143.65,262.45
Amarillo,US,North America,2001,14.810767123287684,5749.25,130.28,255.04
Amarillo,US,North America,2002,13.676260387811634,5594.16,137.81,255.21
Amarillo,US,North America,2003,14.327225274725276,5659.63,127.23,260.06
Amarillo,US,North America,2004,13.845546448087426,5740.03,134.13,258.75
Amarillo,US,North America,2005,13.918794520547939,5756.08,135.45,257.93
Amarillo,US,North America,2006,14.346054794520537,5656.58,137.6,260.11
Amarillo,US,North America,2007,13.947994505494517,5740.27,148.45,263.29
Amarillo,US,North America,2008,13.984986301369869,5563.34,149.44,248.09
Amarillo,US,North America,2009,13.698104395604398,5159.55,144.31,241.24
Amarillo,US,North America,2010,14.065150684931506,5392.87,153.08,246.69
Amarillo,US,North America,2011,15.272958904109574,5172.1,159.37,254.86
Amarillo,US,North America,2012,16.038852459016386,4950.21,154.58,245.81
Amarillo,US,North America,2013,14.359835616438358,5089.5,154.04,246.72
Amarillo,US,North America,2014,14.119780821917807,5102.58,159.16,246.48
Amarillo,US,North America,2015,14.454739726027393,4982.79,161.05,242.64
Amarillo,US,North America,2016,15.161502732240447,4888.64,160.92,248.51
Amarillo,US,North America,2017,14.923287671232881,4813.72,165.29,249.29
Amarillo,US,North America,2018,14.793643835616427,4981.3,169.66,250.06
Amarillo,US,North America,2019,14.113123287671218,0.0,0.0,0.0
Amman,Jordan,Middle East,1995,17.383397260273988,13.6,0.12,0.61
Amman,Jordan,Middle East,1996,17.994234972677592,13.87,0.19,0.59
Amman,Jordan,Middle East,1997,17.007041095890404,14.37,0.26,0.6
Amman,Jordan,Middle East,1998,18.590720221606624,14.61,0.33,0.59
Amman,Jordan,Middle East,1999,18.299532967032984,14.63,0.4,0.59
Amman,Jordan,Middle East,2000,17.701366120218577,16.27,0.47,0.53
Amman,Jordan,Middle East,2001,18.41671232876713,16.25,0.51,0.55
Amman,Jordan,Middle East,2002,17.749196675900286,16.87,0.54,0.58
Amman,Jordan,Middle East,2003,17.726401098901086,17.31,0.57,0.6
Amman,Jordan,Middle East,2004,17.922158469945376,18.58,0.61,0.69
Amman,Jordan,Middle East,2005,17.99534246575343,19.87,0.64,0.74
Amman,Jordan,Middle East,2006,17.92865753424658,20.17,0.76,0.96
Amman,Jordan,Middle East,2007,18.133736263736264,21.09,0.88,1.16
Amman,Jordan,Middle East,2008,18.450767123287672,20.01,1.0,1.14
Amman,Jordan,Middle East,2009,18.357390109890108,20.66,1.12,0.99
Amman,Jordan,Middle East,2010,20.09904109589042,20.2,1.23,1.06
Amman,Jordan,Middle East,2011,17.664465753424654,20.76,1.49,1.2
Amman,Jordan,Middle East,2012,18.686475409836067,24.12,1.74,1.0
Amman,Jordan,Middle East,2013,18.235895316804385,23.8,2.0,1.18
Amman,Jordan,Middle East,2014,18.585549450549443,25.59,2.25,1.19
Amman,Jordan,Middle East,2015,18.470549450549456,25.36,2.51,1.31
Amman,Jordan,Middle East,2016,18.88132596685083,24.86,2.86,1.3
Amman,Jordan,Middle East,2017,18.743753424657537,26.1,3.21,1.26
Amman,Jordan,Middle East,2018,19.238088642659296,24.7,3.56,1.25
Amman,Jordan,Middle East,2019,18.44701949860723,0.0,0.0,0.0
Amsterdam,The Netherlands,Europe,1995,10.495917808219177,164.34,10.0,15.39
Amsterdam,The Netherlands,Europe,1996,8.582759562841524,173.92,12.04,15.33
Amsterdam,The Netherlands,Europe,1997,10.271123287671236,166.48,12.41,15.07
Amsterdam,The Netherlands,Europe,1998,10.623656509695287,166.92,13.37,14.75
Amsterdam,The Netherlands,Europe,1999,11.142829670329675,161.64,7.53,14.5
Amsterdam,The Netherlands,Europe,2000,11.02150273224043,162.3,6.37,14.04
Amsterdam,The Netherlands,Europe,2001,10.64065753424658,167.4,3.62,13.39
Amsterdam,The Netherlands,Europe,2002,10.890027700831027,167.5,4.68,12.83
Amsterdam,The Netherlands,Europe,2003,10.706027397260272,170.46,2.64,12.67
Amsterdam,The Netherlands,Europe,2004,10.710519125683067,172.16,2.36,13.3
Amsterdam,The Netherlands,Europe,2005,10.971397260273982,167.97,2.23,13.26
Amsterdam,The Netherlands,Europe,2006,11.35676712328767,163.71,2.48,13.18
Amsterdam,The Netherlands,Europe,2007,11.444093406593401,164.63,2.72,11.71
Amsterdam,The Netherlands,Europe,2008,10.826657534246573,165.39,2.76,8.23
Amsterdam,The Netherlands,Europe,2009,10.727060439560441,160.54,2.67,8.17
Amsterdam,The Netherlands,Europe,2010,9.228657534246576,171.16,3.07,7.99
Amsterdam,The Netherlands,Europe,2011,11.045589041095887,158.87,2.88,7.83
Amsterdam,The Netherlands,Europe,2012,10.404562841530053,157.52,2.77,7.93
Amsterdam,The Netherlands,Europe,2013,9.962684931506855,157.12,2.83,7.86
Amsterdam,The Netherlands,Europe,2014,11.849917582417582,149.89,2.62,8.17
Amsterdam,The Netherlands,Europe,2015,11.037087912087912,158.11,2.72,8.51
Amsterdam,The Netherlands,Europe,2016,11.004419889502758,158.27,2.77,8.29
Amsterdam,The Netherlands,Europe,2017,11.172410958904116,155.91,2.59,8.08
Amsterdam,The Netherlands,Europe,2018,11.582055555555556,151.17,2.41,7.79
Amsterdam,The Netherlands,Europe,2019,11.373091922005566,0.0,0.0,0.0
Anchorage,US,North America,1995,3.075506849315067,5126.9,115.29,272.69
Anchorage,US,North America,1996,1.6855464480874318,5283.11,124.38,279.98
Anchorage,US,North America,1997,3.611205479452053,5547.99,130.98,273.86
Anchorage,US,North America,1998,3.2053185595567872,5590.7,145.82,269.93
Anchorage,US,North America,1999,1.5980494505494494,5610.3,142.42,265.35
Anchorage,US,North America,2000,3.5160382513661204,5776.41,143.65,262.45
Anchorage,US,North America,2001,3.043123287671233,5749.25,130.28,255.04
Anchorage,US,North America,2002,4.006786703601106,5594.16,137.81,255.21
Anchorage,US,North America,2003,4.096301369863016,5659.63,127.23,260.06
Anchorage,US,North America,2004,3.797049180327871,5740.03,134.13,258.75
Anchorage,US,North America,2005,4.1818904109589035,5756.08,135.45,257.93
Anchorage,US,North America,2006,2.2919178082191816,5656.58,137.6,260.11
Anchorage,US,North America,2007,2.8052747252747214,5740.27,148.45,263.29
Anchorage,US,North America,2008,1.5887362637362632,5563.34,149.44,248.09
Anchorage,US,North America,2009,2.6301098901098894,5159.55,144.31,241.24
Anchorage,US,North America,2010,3.1309863013698584,5392.87,153.08,246.69
Anchorage,US,North America,2011,2.7809863013698637,5172.1,159.37,254.86
Anchorage,US,North America,2012,1.6730054644808752,4950.21,154.58,245.81
Anchorage,US,North America,2013,3.6733150684931486,5089.5,154.04,246.72
Anchorage,US,North America,2014,4.9008493150684975,5102.58,159.16,246.48
Anchorage,US,North America,2015,4.534191780821916,4982.79,161.05,242.64
Anchorage,US,North America,2016,5.344262295081963,4888.64,160.92,248.51
Anchorage,US,North America,2017,3.2879726027397256,4813.72,165.29,249.29
Anchorage,US,North America,2018,4.907671232876714,4981.3,169.66,250.06
Anchorage,US,North America,2019,6.008657534246573,0.0,0.0,0.0
Ankara,Turkey,Middle East,1995,10.069890410958909,168.26,1.1,26.05
Ankara,Turkey,Middle East,1996,10.320628415300549,185.45,1.12,26.68
Ankara,Turkey,Middle East,1997,9.186328767123278,193.59,1.19,26.82
Ankara,Turkey,Middle East,1998,11.129279778393354,193.85,1.29,28.13
Ankara,Turkey,Middle East,1999,10.862609890109892,192.87,1.32,28.08
Ankara,Turkey,Middle East,2000,9.471721311475404,216.62,1.38,27.62
Ankara,Turkey,Middle East,2001,11.539232876712331,197.78,1.48,25.02
Ankara,Turkey,Middle East,2002,9.983019390581713,208.12,1.7,25.36
Ankara,Turkey,Middle East,2003,10.788383561643842,219.16,1.97,26.22
Ankara,Turkey,Middle East,2004,10.136502732240436,224.6,2.31,26.64
Ankara,Turkey,Middle East,2005,10.484191780821911,235.01,2.59,27.15
Ankara,Turkey,Middle East,2006,10.395890410958902,261.09,2.86,28.77
Ankara,Turkey,Middle East,2007,11.495741758241763,288.97,3.34,27.88
Ankara,Turkey,Middle East,2008,10.555302197802197,287.2,3.52,26.38
Ankara,Turkey,Middle East,2009,10.976510989010992,287.83,3.44,29.47
Ankara,Turkey,Middle East,2010,12.45887671232876,297.12,4.69,28.75
Ankara,Turkey,Middle East,2011,9.81312328767123,317.72,5.18,28.89
Ankara,Turkey,Middle East,2012,10.829781420765032,328.88,5.94,29.59
Ankara,Turkey,Middle East,2013,11.122739726027389,318.17,6.09,32.12
Ankara,Turkey,Middle East,2014,12.119670329670333,340.64,6.83,32.07
